rsaeh, 1024, 0.001, 10244, 4181, 312.7488571808906, 0.010244, 0.13349163720671012
dlpss, 1024, 0.001, 8356, 4175, 65.61508297130726, 0.008356, 0.022844984721176815
dlpseh, 1024, 0.001, 9276, 4175, 91.19173204547654, 0.009276, 0.03524560443557668
dlpseeh, 1024, 0.001, 9276, 4175, 91.19173204547654, 0.009276, 0.03524560443557668
dlps, 1024, 0.001, 11260, 4184, 417.34783782761605, 0.01126, 0.19580569391412317
dlpe, 1024, 0.001, 11260, 4184, 658.359153550491, 0.01126, 0.308880169540772
rsaeh, 2048, 0.001, 12324, 8286, 2242.647054307973, 0.012324, 1.151599262387144
dlpss, 2048, 0.001, 10244, 8277, 298.0599807522066, 0.010244, 0.12722193511773353
dlpseh, 2048, 0.001, 11260, 8280, 426.7351117228087, 0.01126, 0.20020988991661773
dlpseeh, 2048, 0.001, 11260, 8280, 426.7351117228087, 0.01126, 0.20020988991661773
dlps, 2048, 0.001, 13436, 8286, 2893.34287261759, 0.013436, 1.6197897848537472
dlpe, 2048, 0.001, 13436, 8289, 4612.00672609009, 0.013436, 2.5819550988227684
rsaeh, 3072, 0.001, 14596, 12388, 6834.21062320976, 0.014596, 4.156339094015403
dlpss, 3072, 0.001, 11260, 12376, 726.4524545556261, 0.01126, 0.3408272765956812
dlpseh, 3072, 0.001, 12324, 12379, 1042.5643963593407, 0.012324, 0.5353568175305214
dlpseeh, 3072, 0.001, 12324, 12379, 1042.5643963593407, 0.012324, 0.5353568175305214
dlps, 3072, 0.001, 14596, 12388, 9617.916259925902, 0.014596, 5.8492960720782685
dlpe, 3072, 0.001, 15804, 12391, 14143.88524362337, 0.015804, 9.313748432925989
rsaeh, 4096, 0.001, 15804, 16487, 15998.743277171072, 0.015804, 10.53517244801715
dlpss, 4096, 0.001, 12324, 16475, 1477.2527162626598, 0.012324, 0.7585692698008758
dlpseh, 4096, 0.001, 13436, 16478, 2147.912544008668, 0.013436, 1.2024730392208527
dlpseeh, 4096, 0.001, 13436, 16478, 2147.912544008668, 0.013436, 1.2024730392208527
dlps, 4096, 0.001, 15804, 16487, 22417.953123055886, 0.015804, 14.7622221315323
dlpe, 4096, 0.001, 17060, 16490, 32999.65564689029, 0.01706, 23.45725522233118
rsaeh, 8192, 0.001, 18364, 32880, 133706.9862427167, 0.018364, 102.30812897338538
dlpss, 8192, 0.001, 14596, 32868, 7626.549875455279, 0.014596, 4.638213415922719
dlpseh, 8192, 0.001, 14596, 32868, 12089.78932304793, 0.014596, 7.352606873300315
dlpseeh, 8192, 0.001, 14596, 32868, 12089.78932304793, 0.014596, 7.352606873300315
dlps, 8192, 0.001, 19716, 32880, 173132.54538177044, 0.019716, 142.22838603112442
dlpe, 8192, 0.001, 19716, 32883, 272461.4146558973, 0.019716, 223.82705213981964
rsaeh, 12288, 0.001, 21116, 49270, 442691.68263467844, 0.021116, 389.4948987714112
dlpss, 12288, 0.001, 15804, 49255, 21155.492272246625, 0.015804, 13.930891661274401
dlpseh, 12288, 0.001, 17060, 49258, 30869.83219384904, 0.01706, 21.94330571779436
dlpseeh, 12288, 0.001, 17060, 49258, 30869.83219384904, 0.01706, 21.94330571779436
dlps, 12288, 0.001, 21116, 49270, 613076.1654346228, 0.021116, 539.4048462215623
dlpe, 12288, 0.001, 22564, 49270, 908817.3849719999, 0.022564, 854.439811437842
rsaeh, 16384, 0.001, 22564, 65654, 1075562.1740069115, 0.022564, 1011.2077039288314
dlpss, 16384, 0.001, 17060, 65642, 42634.40491308634, 0.01706, 30.305956159052204
dlpseh, 16384, 0.001, 18364, 65645, 62756.09060671507, 0.018364, 48.01886866257148
dlpseeh, 16384, 0.001, 18364, 65645, 62756.09060671507, 0.018364, 48.01886866257148
dlps, 16384, 0.001, 22564, 65654, 1491015.898075942, 0.022564, 1401.803446841065
dlpe, 16384, 0.001, 24060, 65654, 2186209.9503046623, 0.02406, 2191.675475180424
rsaeh, 20480, 0.001, 24060, 82038, 2105652.4026730424, 0.02406, 2110.916533679725
dlpss, 20480, 0.001, 18364, 82029, 71900.85312991827, 0.018364, 55.01613611990912
dlpseh, 20480, 0.001, 18364, 82032, 112177.26317351837, 0.018364, 85.83430253827046
dlpseeh, 20480, 0.001, 18364, 82032, 112177.26317351837, 0.018364, 85.83430253827046
dlps, 20480, 0.001, 24060, 82038, 2896356.921578843, 0.02406, 2903.5978138827904
dlpe, 20480, 0.001, 25604, 82038, 4303926.932142302, 0.025604, 4591.572715440479
rsaeh, 24576, 0.001, 24060, 98422, 3852585.027474984, 0.02406, 3862.2164900436715
dlpss, 24576, 0.001, 18364, 98416, 117287.68792802235, 0.018364, 89.74462921292509
dlpseh, 24576, 0.001, 19716, 98416, 171656.5590648375, 0.019716, 141.015863271764
dlpseeh, 24576, 0.001, 19716, 98416, 171656.5590648375, 0.019716, 141.015863271764
dlps, 24576, 0.001, 25604, 98422, 4982151.891078071, 0.025604, 5315.1257091317875
dlpe, 24576, 0.001, 25604, 98422, 7804610.684779155, 0.025604, 8326.218832211895
rsaeh, 28672, 0.001, 25604, 114806, 5994894.571145596, 0.025604, 6395.553358317159
dlpss, 28672, 0.001, 19716, 114800, 163324.48351167212, 0.019716, 134.17106320483867
dlpseh, 28672, 0.001, 19716, 114803, 254541.11340209056, 0.019716, 209.1055246598174
dlpseeh, 28672, 0.001, 19716, 114803, 254541.11340209056, 0.019716, 209.1055246598174
dlps, 28672, 0.001, 25604, 114806, 8283770.995295074, 0.025604, 8837.403023480629
