rsaeh, 1024, 0.001, 11260, 4182,390.19687577370865, 0.01126, 0.18306736755049832
rsaeh, 1024, 0.0001, 1796, 4182,143.21190091801193, 0.001796, 0.010717023918697895
rsaeh, 1024, 1e-05, 764, 4182,79.04309534156417, 0.000764, 0.0025162052017064594
rsaeh, 1024, 1e-06, 316, 4182,48.38019612969089, 0.000316, 0.0006370059157075966
rsaeh, 1024, 1e-07, 164, 4182,36.005186187153356, 0.000164, 0.0002460354389455479
rsaeh, 2048, 0.001, 13436, 8287,3532.196124605099, 0.013436, 1.9774411304247548
rsaeh, 2048, 0.0001, 2236, 8287,1269.2195208324506, 0.002236, 0.11824895202422332
rsaeh, 2048, 1e-05, 764, 8287,719.9940783767819, 0.000764, 0.022919811494994224
rsaeh, 2048, 1e-06, 516, 8287,479.6566284928437, 0.000516, 0.01031261751259614
rsaeh, 2048, 1e-07, 316, 8287,342.51489764069026, 0.000316, 0.004509779485602421
rsaeh, 3072, 0.001, 14596, 12389,13189.084992647227, 0.014596, 8.021161856361621
rsaeh, 3072, 0.0001, 2236, 12386,5322.29090802242, 0.002236, 0.4958601029307555
rsaeh, 3072, 1e-05, 764, 12386,3538.856912026564, 0.000764, 0.11265361169951228
rsaeh, 3072, 1e-06, 516, 12389,1630.5709687829267, 0.000516, 0.035057275828832925
rsaeh, 3072, 1e-07, 316, 12389,1158.0012942200303, 0.000316, 0.015247017040563733
rsaeh, 4096, 0.001, 17060, 16488,30094.9544313143, 0.01706, 21.392496774925917
rsaeh, 4096, 0.0001, 2724, 16488,11194.931102374452, 0.002724, 1.2706246801195002
rsaeh, 4096, 1e-05, 1060, 16488,6159.736127413095, 0.00106, 0.2720550122940784
rsaeh, 4096, 1e-06, 516, 16488,3942.964337319883, 0.000516, 0.08477373325237747
rsaeh, 4096, 1e-07, 316, 16488,2770.564078610868, 0.000316, 0.03647909370170976
rsaeh, 5129, 0.001, 17060, 20623,64317.966965086336, 0.01706, 45.71935485101554
rsaeh, 5129, 0.0001, 2724, 20623,23863.650055462105, 0.002724, 2.708524281294949
rsaeh, 5129, 1e-05, 1060, 20623,12487.005796434327, 0.00106, 0.5515094226758495
rsaeh, 5129, 1e-06, 516, 20623,8024.2308211405225, 0.000516, 0.17252096265452121
rsaeh, 5129, 1e-07, 316, 20623,5539.208139572701, 0.000316, 0.07293290717104056
rsaeh, 6144, 0.001, 18364, 24686,109644.02863329278, 0.018364, 83.89595590924118
rsaeh, 6144, 0.0001, 2724, 24683,46292.91477649635, 0.002724, 5.254245827132335
rsaeh, 6144, 1e-05, 1060, 24686,22506.950683416504, 0.00106, 0.9940569885175623
rsaeh, 6144, 1e-06, 516, 24686,14545.429441304661, 0.000516, 0.3127267329880502
rsaeh, 6144, 1e-07, 316, 24686,9783.68488037115, 0.000316, 0.12881851759155347
rsaeh, 7168, 0.001, 19716, 28782,173334.45289712056, 0.019716, 142.39425305498455
rsaeh, 7168, 0.0001, 3260, 28782,64110.40120902398, 0.00326, 8.70832949755909
rsaeh, 7168, 1e-05, 1060, 28782,38239.49458130409, 0.00106, 1.6889110106742637
rsaeh, 7168, 1e-06, 516, 28782,24910.6373941857, 0.000516, 0.5355787039749925
rsaeh, 7168, 1e-07, 316, 28782,16155.863154106484, 0.000316, 0.21271886486240202
rsaeh, 8192, 0.001, 19716, 32881,270204.859291302, 0.019716, 221.97329190780457
rsaeh, 8192, 0.0001, 3260, 32881,98336.39854734484, 0.00326, 13.357360802681006
rsaeh, 8192, 1e-05, 1060, 32881,62478.29966288102, 0.00106, 2.759458235110578
rsaeh, 8192, 1e-06, 516, 32881,41134.88503080835, 0.000516, 0.8844000281623794
rsaeh, 8192, 1e-07, 316, 32881,25414.893045684086, 0.000316, 0.3346294251015071
rsaeh, 10240, 0.001, 21116, 41076,535820.9914304535, 0.021116, 471.43316896022736
rsaeh, 10240, 0.0001, 3260, 41076,207925.51919550553, 0.00326, 28.243216357389503
rsaeh, 10240, 1e-05, 1404, 41076,110956.31694945172, 0.001404, 6.490944541542927
rsaeh, 10240, 1e-06, 516, 41073,107610.55239177516, 0.000516, 2.313626876423166
rsaeh, 10240, 1e-07, 316, 41076,57802.49266242535, 0.000316, 0.7610661533886004
rsaeh, 12288, 0.001, 22564, 49271,933385.2526999761, 0.022564, 877.5377017467608
rsaeh, 12288, 0.0001, 3260, 49268,404704.1213379959, 0.00326, 54.97230981507778
rsaeh, 12288, 1e-05, 1404, 49271,193715.46885178983, 0.001404, 11.332354927829705
rsaeh, 12288, 1e-06, 764, 49271,131528.4951067899, 0.000764, 4.186990427566145
rsaeh, 12288, 1e-07, 316, 49268,125425.24623793997, 0.000316, 1.6514324087995427
rsaeh, 14336, 0.001, 22564, 57463,1559950.7762631983, 0.022564, 1466.6137214834505
rsaeh, 14336, 0.0001, 3844, 57463,560780.9972475555, 0.003844, 89.81842305915015
rsaeh, 14336, 1e-05, 1404, 57463,312180.46849138575, 0.001404, 18.26255740674607
rsaeh, 14336, 1e-06, 764, 57463,209407.26789719608, 0.000764, 6.666131361394076
rsaeh, 14336, 1e-07, 516, 57463,161725.01392764956, 0.000516, 3.4770877994444653
rsaeh, 16384, 0.001, 24060, 65655,2280809.0400966895, 0.02406, 2286.5110626969313
rsaeh, 16384, 0.0001, 3844, 65655,860808.8674311702, 0.003844, 137.8728869335591
rsaeh, 16384, 1e-05, 1404, 65655,475350.4427616432, 0.001404, 27.808000901556127
rsaeh, 16384, 1e-06, 764, 65655,313754.1034202101, 0.000764, 9.987838958876688
rsaeh, 16384, 1e-07, 516, 65655,241336.05792148408, 0.000516, 5.1887252453119075
rsaeh, 20480, 0.001, 25604, 82039,4535126.702942901, 0.025604, 4838.224337589585
rsaeh, 20480, 0.0001, 3844, 82039,1823454.2190307276, 0.003844, 292.05658408142153
rsaeh, 20480, 1e-05, 1404, 82039,983746.0741983182, 0.001404, 57.54914534060161
rsaeh, 20480, 1e-06, 764, 82039,619755.680782851, 0.000764, 19.728889171587422
rsaeh, 20480, 1e-07, 516, 82039,471187.52991014824, 0.000516, 10.130531893068186
rsaeh, 24576, 0.001, 25604, 98423,8254649.7755240165, 0.025604, 8806.335535521537
rsaeh, 24576, 0.0001, 4476, 98423,3018803.8444559677, 0.004476, 563.006916991038
rsaeh, 24576, 1e-05, 1404, 98423,1853891.001690598, 0.001404, 108.45262359889999
rsaeh, 24576, 1e-06, 764, 98423,1089526.1729134552, 0.000764, 34.68324983774499
rsaeh, 24576, 1e-07, 516, 98423,814075.9292734727, 0.000516, 17.502632479379663
rsaeh, 28672, 0.001, 27196, 114807,12757890.030489247, 0.027196, 14456.8157195494
rsaeh, 28672, 0.0001, 4476, 114807,4911193.0621093465, 0.004476, 915.937506083393
rsaeh, 28672, 1e-05, 1404, 114807,3323183.9130854574, 0.001404, 194.40625891549928
rsaeh, 28672, 1e-06, 764, 114807,1772514.2747573839, 0.000764, 56.42503774644339
rsaeh, 28672, 1e-07, 516, 114807,1292669.3409736492, 0.000516, 27.792390830933453
rsaeh, 32768, 0.001, 27196, 131191,19669177.068654463, 0.027196, 22288.455814963618
rsaeh, 32768, 0.0001, 4476, 131191,7571716.2864925265, 0.004476, 1412.1250874308562
rsaeh, 32768, 1e-05, 1796, 131191,4123826.0040584346, 0.001796, 308.5996459703729
rsaeh, 32768, 1e-06, 764, 131191,2732731.9736277536, 0.000764, 86.99196782715016
rsaeh, 32768, 1e-07, 516, 131191,1929677.2630113978, 0.000516, 41.48806115474505
rsaeh, 40960, 0.001, 30524, 163959,36992132.73010083, 0.030524, 47047.827477233244
rsaeh, 40960, 0.0001, 4476, 163959,16236913.858272577, 0.004476, 3028.1844345678355
rsaeh, 40960, 1e-05, 1796, 163959,8056747.104116772, 0.001796, 602.9132416247385
rsaeh, 40960, 1e-06, 764, 163959,5860115.176153642, 0.000764, 186.54699977422428
rsaeh, 40960, 1e-07, 516, 163959,3770023.3076746897, 0.000516, 81.05550111500582
rsaeh, 49152, 0.001, 30524, 196727,63954614.95783627, 0.030524, 81339.61112387475
rsaeh, 49152, 0.0001, 5156, 196727,25045860.4820414, 0.005156, 5380.68569355856
rsaeh, 49152, 1e-05, 1796, 196727,13929073.488957155, 0.001796, 1042.3589994236272
rsaeh, 49152, 1e-06, 764, 196727,11641384.22424286, 0.000764, 370.5840644717311
