Parameters(n=1024, n_e=1493, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=27, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=43)), PhysicalCost(p=0.12148358076755728, t=17 days, 0:41:23.723662, exp_t=19 days, 9:12:16.739636), 11260, PhysicalCost(p=None, t=0:24:38.068595, exp_t=0:24:38.068595), 166219725, 86 ms, 671234279 days, 465.2046498987725, 0.01126, 0.21825851491084075
Parameters(n=2048, n_e=3029, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=30, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=47)), PhysicalCost(p=0.163885575417118, t=148 days, 4:15:00.290159, exp_t=177 days, 5:18:19.799535), 13436, PhysicalCost(p=None, t=1:45:39.829077, exp_t=1:45:39.829077), 430229540, 186 ms, 15884528374 days, 4253.305499870811, 0.013436, 2.381142195677676
Parameters(n=3072, n_e=4565, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=32, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=51)), PhysicalCost(p=0.10319178058869394, t=542 days, 14:46:29.069458, exp_t=605 days, 1:14:53.518573), 15804, PhysicalCost(p=None, t=4:16:44.660533, exp_t=4:16:44.660533), 821823486, 303 ms, 103592906393 days, 14521.248199603502, 0.015804, 9.562241939438906
Parameters(n=4096, n_e=6101, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=33, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=53)), PhysicalCost(p=0.10451809990822392, t=1335 days, 20:40:06.202709, exp_t=1491 days, 18:41:54.231945), 17060, PhysicalCost(p=None, t=7:52:56.757574, exp_t=7:52:56.757574), 1227555525, 420 ms, 381508682535 days, 35802.69839776264, 0.01706, 25.449751444409607
Parameters(n=8192, n_e=12245, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=36, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=57)), PhysicalCost(p=0.15107008095074403, t=11486 days, 5:38:57.881123, exp_t=13530 days, 6:02:17.897889), 19716, PhysicalCost(p=None, t=1 day, 9:46:09.108657, exp_t=1 day, 9:46:09.108657), 3045324750, 904 ms, 8584168762323 days, 324726.03830496914, 0.019716, 266.7624404675322
Parameters(n=12288, n_e=18389, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=38, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=61)), PhysicalCost(p=0.10225223020677954, t=41533 days, 4:02:23.610829, exp_t=46263 days, 17:43:52.207683), 22564, PhysicalCost(p=None, t=3 days, 9:18:32.740927, exp_t=3 days, 9:18:32.740927), 5592952628, 1 s, 53906437394853 days, 1110329.7311688007, 0.022564, 1043.8950022538677
Parameters(n=16384, n_e=24533, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=39, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=63)), PhysicalCost(p=0.09985764313983025, t=101714 days, 0:09:47.858089, exp_t=112997 days, 16:33:17.528513), 24060, PhysicalCost(p=None, t=6 days, 5:15:22.365576, exp_t=6 days, 5:15:22.365576), 8210486025, 2 s, 193284573509783 days, 2711944.5548690315, 0.02406, 2718.724416256204
Parameters(n=1024, n_e=330, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=25, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=39)), PhysicalCost(p=0.15281642168294918, t=3 days, 9:20:14.419828, exp_t=4 days, 0:00:32.785293), 9276, PhysicalCost(p=None, t=0:22:10.547054, exp_t=0:22:10.547054), 123850467, 77 ms, 103218513 days, 96.00910702587288, 0.009276, 0.037107519865499865
Parameters(n=2048, n_e=458, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=28, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=43)), PhysicalCost(p=0.14195240981311852, t=20 days, 9:22:13.794143, exp_t=23 days, 18:19:48.907341), 11260, PhysicalCost(p=None, t=1:36:09.113348, exp_t=1:36:09.113348), 329257450, 170 ms, 1630082330 days, 570.3302520392591, 0.01126, 0.26757994324841905
Parameters(n=3072, n_e=522, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=29, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=45)), PhysicalCost(p=0.15026062814864694, t=54 days, 9:16:05.792887, exp_t=64 days, 0:04:50.632994), 12324, PhysicalCost(p=None, t=3:45:01.697148, exp_t=3:45:01.697148), 564205545, 266 ms, 7523135991 days, 1536.0807313872212, 0.012324, 0.788777455567338
Parameters(n=4096, n_e=618, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=30, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=47)), PhysicalCost(p=0.13388803408204042, t=119 days, 7:00:58.180141, exp_t=137 days, 17:35:45.230319), 13436, PhysicalCost(p=None, t=6:56:55.334229, exp_t=6:56:55.334229), 855681060, 371 ms, 24553262164 days, 3305.5958973107845, 0.013436, 1.8505827698444877
Parameters(n=8192, n_e=810, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=32, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=51)), PhysicalCost(p=0.1265931146334326, t=676 days, 12:34:54.004320, exp_t=774 days, 13:56:24.302190), 15804, PhysicalCost(p=None, t=1 day, 6:04:01.560373, exp_t=1 day, 6:04:01.560373), 2180691966, 805 ms, 351900459978 days, 18589.940083941747, 0.015804, 12.24147554527564
Parameters(n=12288, n_e=970, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=34, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=53)), PhysicalCost(p=0.14426447985769053, t=1893 days, 1:43:54.653286, exp_t=2212 days, 5:11:37.830083), 17060, PhysicalCost(p=None, t=2 days, 22:15:26.847075, exp_t=2 days, 22:15:26.847075), 3667848040, 1 s, 1690432004944 days, 53093.19384168978, 0.01706, 37.74041195580115
Parameters(n=16384, n_e=1098, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=35, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=55)), PhysicalCost(p=0.12634107281023632, t=3954 days, 5:39:36.215877, exp_t=4526 days, 1:31:31.743183), 18364, PhysicalCost(p=None, t=5 days, 9:38:45.437711, exp_t=5 days, 9:38:45.437711), 5462482245, 2 s, 5150737884647 days, 108625.52548421752, 0.018364, 83.11663124967376
Parameters(n=1024, n_e=480, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=26, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=39)), PhysicalCost(p=0.2132369273817356, t=4 days, 22:26:55.731982, exp_t=6 days, 6:33:07.476055), 9276, PhysicalCost(p=None, t=0:22:12.243150, exp_t=0:22:12.243150), 123939504, 77 ms, 161973522 days, 150.55207668206808, 0.009276, 0.058188377637619304
Parameters(n=2048, n_e=672, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=28, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=43)), PhysicalCost(p=0.20118157130704162, t=29 days, 21:59:53.965124, exp_t=37 days, 10:49:31.574966), 11260, PhysicalCost(p=None, t=1:36:09.113348, exp_t=1:36:09.113348), 329257450, 170 ms, 2568966767 days, 898.825437490667, 0.01126, 0.42169893442270456
Parameters(n=3072, n_e=768, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=30, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=47)), PhysicalCost(p=0.09608767894850134, t=83 days, 18:29:29.944554, exp_t=92 days, 16:12:39.296307), 13436, PhysicalCost(p=None, t=3:55:35.475882, exp_t=3:55:35.475882), 642955300, 279 ms, 12413786428 days, 2224.21091564085, 0.013436, 1.2451874109396026
Parameters(n=4096, n_e=912, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=30, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=47)), PhysicalCost(p=0.19113216742030903, t=176 days, 0:57:43.688959, exp_t=217 days, 15:18:12.399146), 13436, PhysicalCost(p=None, t=6:56:55.334229, exp_t=6:56:55.334229), 855681060, 371 ms, 38797585311 days, 5223.303444207353, 0.013436, 2.924179378182083
Parameters(n=8192, n_e=1200, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=33, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=51)), PhysicalCost(p=0.18151415140672233, t=1002 days, 9:56:57.112670, exp_t=1224 days, 17:14:16.143014), 15804, PhysicalCost(p=None, t=1 day, 6:04:19.158058, exp_t=1 day, 6:04:19.158058), 2180891019, 805 ms, 556453544926 days, 29393.237817504018, 0.015804, 19.355447102826393
Parameters(n=12288, n_e=1440, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=34, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=55)), PhysicalCost(p=0.09506215220667746, t=2920 days, 11:41:03.803398, exp_t=3227 days, 6:41:39.593382), 18364, PhysicalCost(p=None, t=3 days, 1:00:41.571867, exp_t=3 days, 1:00:41.571867), 4098838040, 1 s, 2755852842904 days, 77454.69433149503, 0.018364, 59.26575027931561
Parameters(n=16384, n_e=1632, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=35, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=57)), PhysicalCost(p=0.08331468623814553, t=6099 days, 0:25:18.452953, exp_t=6653 days, 8:07:15.490318), 19716, PhysicalCost(p=None, t=5 days, 14:32:10.929381, exp_t=5 days, 14:32:10.929381), 6080182875, 2 s, 8427815425320 days, 159680.12096953267, 0.019716, 131.1772193764711
Parameters(n=1024, n_e=480, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=26, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=39)), PhysicalCost(p=0.2132369273817356, t=4 days, 22:26:55.731982, exp_t=6 days, 6:33:07.476055), 9276, PhysicalCost(p=None, t=0:22:12.243150, exp_t=0:22:12.243150), 123939504, 77 ms, 161973522 days, 150.55207668206808, 0.009276, 0.058188377637619304
Parameters(n=2048, n_e=672, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=28, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=43)), PhysicalCost(p=0.20118157130704162, t=29 days, 21:59:53.965124, exp_t=37 days, 10:49:31.574966), 11260, PhysicalCost(p=None, t=1:36:09.113348, exp_t=1:36:09.113348), 329257450, 170 ms, 2568966767 days, 898.825437490667, 0.01126, 0.42169893442270456
Parameters(n=3072, n_e=768, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=30, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=47)), PhysicalCost(p=0.09608767894850134, t=83 days, 18:29:29.944554, exp_t=92 days, 16:12:39.296307), 13436, PhysicalCost(p=None, t=3:55:35.475882, exp_t=3:55:35.475882), 642955300, 279 ms, 12413786428 days, 2224.21091564085, 0.013436, 1.2451874109396026
Parameters(n=4096, n_e=912, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=30, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=47)), PhysicalCost(p=0.19113216742030903, t=176 days, 0:57:43.688959, exp_t=217 days, 15:18:12.399146), 13436, PhysicalCost(p=None, t=6:56:55.334229, exp_t=6:56:55.334229), 855681060, 371 ms, 38797585311 days, 5223.303444207353, 0.013436, 2.924179378182083
Parameters(n=8192, n_e=1200, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=33, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=51)), PhysicalCost(p=0.18151415140672233, t=1002 days, 9:56:57.112670, exp_t=1224 days, 17:14:16.143014), 15804, PhysicalCost(p=None, t=1 day, 6:04:19.158058, exp_t=1 day, 6:04:19.158058), 2180891019, 805 ms, 556453544926 days, 29393.237817504018, 0.015804, 19.355447102826393
Parameters(n=12288, n_e=1440, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=34, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=55)), PhysicalCost(p=0.09506215220667746, t=2920 days, 11:41:03.803398, exp_t=3227 days, 6:41:39.593382), 18364, PhysicalCost(p=None, t=3 days, 1:00:41.571867, exp_t=3 days, 1:00:41.571867), 4098838040, 1 s, 2755852842904 days, 77454.69433149503, 0.018364, 59.26575027931561
Parameters(n=16384, n_e=1632, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=35, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=57)), PhysicalCost(p=0.08331468623814553, t=6099 days, 0:25:18.452953, exp_t=6653 days, 8:07:15.490318), 19716, PhysicalCost(p=None, t=5 days, 14:32:10.929381, exp_t=5 days, 14:32:10.929381), 6080182875, 2 s, 8427815425320 days, 159680.12096953267, 0.019716, 131.1772193764711
Parameters(n=1024, n_e=2056, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=28, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=43)), PhysicalCost(p=0.16204218376428936, t=23 days, 11:30:34.851275, exp_t=28 days, 0:28:47.177920), 11260, PhysicalCost(p=None, t=0:24:39.949743, exp_t=0:24:39.949743), 166339050, 86 ms, 971003875 days, 672.4797716443073, 0.01126, 0.31550509286312084
Parameters(n=2048, n_e=4104, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=31, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=49)), PhysicalCost(p=0.09790093613879836, t=209 days, 19:38:16.869093, exp_t=232 days, 14:08:03.052258), 14596, PhysicalCost(p=None, t=1:50:25.732113, exp_t=1:50:25.732113), 487681663, 195 ms, 23631115283 days, 5582.134181182668, 0.014596, 3.394867937855926
Parameters(n=3072, n_e=6152, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=33, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=51)), PhysicalCost(p=0.1361387007631789, t=731 days, 13:35:57.310083, exp_t=846 days, 20:33:29.518893), 15804, PhysicalCost(p=None, t=4:16:51.298005, exp_t=4:16:51.298005), 822022539, 304 ms, 145028167842 days, 20324.558199692598, 0.015804, 13.383721574497574
Parameters(n=4096, n_e=8200, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=34, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=53)), PhysicalCost(p=0.1375528484498697, t=1796 days, 0:46:52.914970, exp_t=2082 days, 11:37:13.923088), 17060, PhysicalCost(p=None, t=7:53:05.948430, exp_t=7:53:05.948430), 1227778920, 420 ms, 532672955916 days, 49979.62053419101, 0.01706, 35.527180263054106
Parameters(n=8192, n_e=16392, windowed_exp=3, windowed_mult=3, cycle_time=1e-06, reaction_time=1e-06, measure_based_uncomp=True, windowed=True, deviation_padding=37, gate_error_rate=0.001, extra_opts=Parameters(debitage=2, fs_distance=None, distance=59)), PhysicalCost(p=0.09135876350428573, t=15937 days, 18:40:30.548495, exp_t=17540 days, 5:34:08.455775), 21116, PhysicalCost(p=None, t=1 day, 11:00:08.633465, exp_t=1 day, 11:00:08.633465), 3377503439, 937 ms, 12342123759118 days, 420965.5690154932, 0.021116, 370.3795398054648
